28899 2237352
14796 0 -1.609437912434100
14796 8 -1.609437912434100
14797 7400 0.000000000000000
14798 12 -1.704748092238425
14798 8 -2.397895272798371
14798 1362 -2.397895272798371
14798 1176 -2.397895272798371
14798 138 -2.397895272798371
14798 11 -2.397895272798371
14798 25310 -2.397895272798371
14798 202 -2.397895272798371
14798 23847 -2.397895272798371
14798 22575 -2.397895272798371
14799 14774 -1.945910149055313
14799 274 -1.945910149055313
14799 129 -1.252762968495368
14799 20581 -1.945910149055313
14799 899 -1.945910149055313
14799 746 -1.945910149055313
14800 14801 -4.369447852467021
14800 17122 -4.369447852467021
14800 18200 -4.369447852467021
14800 12 -1.884541202679021
14800 18207 -3.676300671907076
14800 9300 -3.676300671907076
14800 5024 -3.676300671907076
14800 21232 -4.369447852467021
14800 6540 -4.369447852467021
14800 10 -4.369447852467021
14800 21 -4.369447852467021
14800 27 -3.676300671907076
14800 24 -4.369447852467021
14800 3810 -4.369447852467021
14800 297 -4.369447852467021
14800 17065 -4.369447852467021
14800 430 -4.369447852467021
14800 3661 -3.270835563798912
14800 10159 -4.369447852467021
14800 9298 -4.369447852467021
14800 1006 -4.369447852467021
14800 1913 -2.983153491347131
14800 14800 -4.369447852467021
14800 22725 -4.369447852467021
14800 3100 -3.676300671907076
14800 3728 -4.369447852467021
14800 11817 -4.369447852467021
14800 19084 -3.270835563798912
14800 3533 -4.369447852467021
14800 7045 -4.369447852467021
14800 6075 -2.577688383238967
14800 2106 -4.369447852467021
14800 5911 -4.369447852467021
14800 1393 -4.369447852467021
14800 26802 -4.369447852467021
14800 14773 -4.369447852467021
14800 15112 -4.369447852467021
14800 14485 -4.369447852467021
14800 9343 -4.369447852467021
14800 16327 -3.270835563798912
14800 28412 -4.369447852467021
14800 795 -3.676300671907076
14800 28078 -4.369447852467021
14800 13807 -4.369447852467021
14800 3242 -4.369447852467021
14800 1538 -4.369447852467021
14800 9409 -4.369447852467021
14800 42 -4.369447852467021
14801 21 -1.098612288668110
14801 3502 -1.098612288668110
14801 26 -1.098612288668110
14802 441 -4.248495242049359
14802 26 -3.555348061489414
14802 365 -3.555348061489414
14802 11 -1.540445040947149
14802 598 -3.555348061489414
14802 4089 -4.248495242049359
14802 1362 -4.248495242049359
14802 138 -2.302585092994045
14802 5233 -4.248495242049359
14802 1208 -4.248495242049359
14802 57 -4.248495242049359
14802 313 -4.248495242049359
14802 286 -4.248495242049359
14802 264 -4.248495242049359
14802 11474 -4.248495242049359
14802 19 -4.248495242049359
14802 336 -4.248495242049359
14802 591 -4.248495242049359
14802 322 -4.248495242049359
14802 15 -3.555348061489414
14802 1083 -4.248495242049359
14802 11283 -4.248495242049359
14802 2403 -4.248495242049359
14802 1809 -4.248495242049359
14802 3352 -4.248495242049359
14802 1915 -4.248495242049359
14802 1458 -4.248495242049359
14802 3262 -4.248495242049359
14802 474 -4.248495242049359
14802 62 -4.248495242049359
14802 11541 -4.248495242049359
14802 258 -4.248495242049359
14802 741 -4.248495242049359
14802 5603 -4.248495242049359
14802 312 -4.248495242049359
14802 129 -4.248495242049359
14802 5676 -4.248495242049359
14802 5870 -4.248495242049359
14802 1891 -4.248495242049359
14802 15096 -4.248495242049359
14802 184 -4.248495242049359
14802 12 -3.555348061489414
14802 11669 -3.149882953381249
14803 26 -1.098612288668110
14803 16444 -1.098612288668110
14803 183 -1.098612288668110
14804 50 -1.609437912434100
14804 26 -1.609437912434100
14804 98 -1.609437912434100
14804 24 -1.609437912434100
14804 475 -1.609437912434100
14805 26 -1.011600911678480
14805 474 -1.299282984130261
14805 928 -2.397895272798371
14805 91 -2.397895272798371
14805 10 -2.397895272798371
14805 6664 -2.397895272798371
14806 501 -1.386294361119891
14806 60 -1.386294361119891
14806 26 -1.386294361119891
14806 19 -1.386294361119891
14807 126 -1.098612288668110
14807 22441 -1.098612288668110
14807 16074 -1.098612288668110
14808 1809 -1.791759469228055
14808 26 -1.791759469228055
14808 17410 -1.791759469228055
14808 8 -1.791759469228055
14808 47 -1.791759469228055
14808 313 -1.791759469228055
14809 19 -1.098612288668110
14809 26 -1.098612288668110
14809 474 -1.098612288668110
14810 129 -1.791759469228055
14810 21 -1.791759469228055
14810 60 -1.791759469228055
14810 10972 -1.791759469228055
14810 26 -1.791759469228055
14810 8 -1.791759469228055
14811 760 -2.302585092994045
14811 8547 -2.302585092994045
14811 3898 -2.302585092994045
14811 1406 -2.302585092994045
14811 1058 -2.302585092994045
14811 1124 -2.302585092994045
14811 690 -2.302585092994045
14811 29 -2.302585092994045
14811 474 -2.302585092994045
14811 18501 -2.302585092994045
14812 1458 -1.386294361119891
14812 26 -1.386294361119891
14812 672 -1.386294361119891
14812 1115 -1.386294361119891
14813 10 -2.484906649788000
14813 474 -1.386294361119891
14813 15040 -2.484906649788000
14813 144 -2.484906649788000
14813 1148 -2.484906649788000
14813 1137 -2.484906649788000
14813 2843 -2.484906649788000
14813 387 -2.484906649788000
14813 11168 -2.484906649788000
14813 4199 -2.484906649788000
14814 8 -1.098612288668110
14814 15 -0.405465108108164
14815 14816 -2.639057329615259
14815 19 -2.639057329615259
14815 3396 -1.945910149055313
14815 741 -2.639057329615259
14815 69 -2.639057329615259
14815 88 -2.639057329615259
14815 82 -2.639057329615259
14815 0 -2.639057329615259
14815 15 -1.252762968495368
14815 1 -2.639057329615259
14816 274 -2.302585092994045
14816 156 -1.203972804325936
14816 10 -2.302585092994045
14816 21 -2.302585092994045
14816 129 -2.302585092994045
14816 27 -1.609437912434100
14816 5268 -2.302585092994045
14817 19 -1.252762968495368
14817 50 -1.945910149055313
14817 60 -1.945910149055313
14817 3023 -1.945910149055313
14817 2655 -1.945910149055313
14817 252 -1.945910149055313
14818 3733 -1.945910149055313
14818 18302 -1.945910149055313
14818 11559 -1.945910149055313
14818 4357 -1.945910149055313
14818 17472 -1.945910149055313
14818 5403 -1.945910149055313
14818 4589 -1.945910149055313
14819 946 -2.484906649788000
14819 15757 -2.484906649788000
14819 129 -0.693147180559945
14819 474 -2.484906649788000
14819 746 -2.484906649788000
14819 57 -2.484906649788000
14819 86 -2.484906649788000
14820 26 -1.098612288668110
14820 1892 -1.098612288668110
14820 3816 -1.098612288668110
14821 5759 -1.098612288668110
14821 3551 -1.098612288668110
14821 1081 -1.098612288668110
14822 8 -1.098612288668110
14822 430 -1.098612288668110
14822 0 -1.098612288668110
14823 21 -1.609437912434100
14823 3345 -1.609437912434100
14823 9460 -1.609437912434100
14823 2307 -1.609437912434100
14823 26 -1.609437912434100
14824 10 -1.386294361119891
14824 24 -0.693147180559945
14824 8 -1.386294361119891
14825 525 -2.397895272798371
14825 8 -1.011600911678480
14825 15 -1.704748092238425
14825 672 -2.397895272798371
14825 21 -1.704748092238425
14825 123 -2.397895272798371
14826 14827 -1.791759469228055
14826 474 -0.693147180559945
14826 42 -1.791759469228055
14826 129 -1.791759469228055
14827 946 -1.945910149055313
14827 2978 -1.945910149055313
14827 21 -1.945910149055313
14827 1754 -1.945910149055313
14827 10735 -1.945910149055313
14827 1075 -1.945910149055313
14827 4940 -1.945910149055313
14828 501 -1.098612288668110
14828 8 -1.098612288668110
14828 26 -1.098612288668110
14829 26 -1.609437912434100
14829 21 -0.510825623765991
14829 0 -1.609437912434100
14830 50 -2.484906649788000
14830 5172 -1.386294361119891
14830 5117 -1.098612288668110
14830 12 -2.484906649788000
14830 9321 -2.484906649788000
14830 365 -2.484906649788000
14830 366 -2.484906649788000
14831 9481 -2.302585092994045
14831 14852 -2.302585092994045
14831 10182 -1.609437912434100
14831 2398 -2.302585092994045
14831 7261 -2.302585092994045
14831 1083 -2.302585092994045
14831 10187 -2.302585092994045
14831 6926 -1.609437912434100
14832 501 -1.791759469228055
14832 1349 -1.791759469228055
14832 21 -1.791759469228055
14832 2665 -1.791759469228055
14832 8 -1.098612288668110
14833 0 -1.386294361119891
14833 24 -1.386294361119891
14833 194 -1.386294361119891
14833 26 -1.386294361119891
14834 15 0.000000000000000
14835 10 -0.864997437486605
14835 18115 -3.637586159726386
14835 0 -2.944438979166441
14835 19438 -3.637586159726386
14835 3910 -3.637586159726386
14835 42 -2.538973871058276
14835 57 -2.944438979166441
14835 13366 -3.637586159726386
14835 4967 -3.637586159726386
14835 1069 -2.251291798606495
14835 3693 -3.637586159726386
14835 746 -3.637586159726386
14835 24476 -3.637586159726386
14835 15355 -3.637586159726386
14835 8730 -3.637586159726386
14835 930 -3.637586159726386
14836 21 -2.397895272798371
14836 15 -3.091042453358316
14836 26 -2.397895272798371
14836 74 -1.299282984130261
14836 672 -2.397895272798371
14836 6595 -3.091042453358316
14836 8 -2.397895272798371
14836 194 -3.091042453358316
14836 256 -3.091042453358316
14836 19 -3.091042453358316
14836 474 -3.091042453358316
14836 4827 -3.091042453358316
14836 11522 -3.091042453358316
14837 26 -0.693147180559945
14837 350 -2.302585092994045
14837 21 -1.609437912434100
14837 430 -2.302585092994045
14837 8 -2.302585092994045
14838 3039 -2.197224577336220
14838 19 -2.197224577336220
14838 3721 -1.504077396776274
14838 12 -2.197224577336220
14838 13727 -1.098612288668110
14838 2360 -2.197224577336220
14839 15 -0.847297860387204
14839 0 -1.945910149055313
14839 10 -1.945910149055313
14839 6072 -1.945910149055313
14839 33 -1.945910149055313
14840 26 -1.098612288668110
14840 50 -1.098612288668110
14840 804 -1.098612288668110
14841 14842 -3.951243718581427
14841 16235 -2.341805806147327
14841 12 -1.312186388966169
14841 18433 -3.951243718581427
14841 23629 -3.951243718581427
14841 0 -3.951243718581427
14841 15 -3.951243718581427
14841 9420 -3.951243718581427
14841 24170 -3.951243718581427
14841 4159 -3.951243718581427
14841 26062 -1.754019141245208
14841 9343 -3.258096538021482
14841 8 -3.951243718581427
14841 6074 -3.258096538021482
14841 192 -3.951243718581427
14841 337 -3.951243718581427
14841 664 -3.951243718581427
14841 3169 -3.951243718581427
14841 366 -3.258096538021482
14841 258 -3.951243718581427
14841 50 -3.951243718581427
14841 28667 -2.852631429913318
14842 365 -2.564949357461537
14842 0 -0.485507815781701
14842 1 -2.564949357461537
14842 2875 -3.258096538021482
14842 11 -2.564949357461537
14842 4601 -3.258096538021482
14842 138 -3.258096538021482
14842 2756 -3.258096538021482
14843 12 -2.197224577336220
14843 23291 -3.988984046564275
14843 19 -1.504077396776274
14843 1312 -3.988984046564275
14843 365 -3.295836866004329
14843 664 -3.295836866004329
14843 4155 -3.988984046564275
14843 7744 -3.988984046564275
14843 10 -3.988984046564275
14843 3650 -3.988984046564275
14843 8 -3.295836866004329
14843 741 -3.988984046564275
14843 25947 -3.295836866004329
14843 562 -3.295836866004329
14843 183 -3.988984046564275
14843 28786 -3.988984046564275
14843 138 -2.379546134130174
14843 411 -3.295836866004329
14843 50 -3.295836866004329
14843 2590 -3.988984046564275
14843 3667 -3.988984046564275
14843 2075 -3.988984046564275
14843 1061 -3.988984046564275
14843 795 -3.988984046564275
14843 549 -3.988984046564275
14843 11 -3.988984046564275
14843 831 -3.988984046564275
14844 365 -1.791759469228055
14844 138 -1.098612288668110
14844 8 -1.791759469228055
14844 8460 -1.791759469228055
14844 19 -1.791759469228055
14845 50 -1.791759469228055
14845 15 -0.405465108108164
14845 797 -1.791759469228055
14846 781 -2.079441541679836
14846 10 -1.386294361119891
14846 899 -2.079441541679836
14846 14635 -2.079441541679836
14846 1001 -2.079441541679836
14846 3829 -2.079441541679836
14846 33 -2.079441541679836
14847 8 -1.791759469228055
14847 26 -1.386294361119891
14847 47 -2.484906649788000
14847 1762 -2.484906649788000
14847 21 -2.484906649788000
14847 19 -1.386294361119891
14847 1030 -2.484906649788000
14848 14849 -0.916290731874155
14848 26 -1.609437912434100
14848 6747 -1.609437912434100
14848 1973 -1.609437912434100
14849 365 -1.098612288668110
14849 4527 -1.098612288668110
14849 26 -1.098612288668110
14850 366 -2.316769727986002
14850 26 -1.218157439317892
14850 3 -2.470920407813260
14850 129 -4.262679877041315
14850 549 -3.569532696481370
14850 121 -4.262679877041315
14850 69 -4.262679877041315
14850 149 -3.569532696481370
14850 281 -4.262679877041315
14850 2512 -4.262679877041315
14850 8 -2.183238335361479
14850 50 -3.164067588373206
14850 1183 -4.262679877041315
14850 12 -4.262679877041315
14850 2102 -4.262679877041315
14850 3704 -4.262679877041315
14850 138 -4.262679877041315
14850 316 -4.262679877041315
14850 19 -3.569532696481370
14850 1530 -4.262679877041315
14850 91 -4.262679877041315
14850 2339 -4.262679877041315
14850 22844 -4.262679877041315
14850 303 -3.569532696481370
14850 1750 -4.262679877041315
14850 9 -4.262679877041315
14850 1035 -4.262679877041315
14851 15 -0.182321556793955
14851 19 -1.791759469228055
14852 21 -1.098612288668110
14852 984 -1.098612288668110
14852 27823 -1.098612288668110
14853 618 -0.847297860387204
14853 2446 -1.945910149055313
14853 13693 -1.252762968495368
14853 8522 -1.945910149055313
14854 19 -1.791759469228055
14854 10 -1.791759469228055
14854 25879 -1.791759469228055
14854 24 -1.791759469228055
14854 6560 -1.791759469228055
14854 501 -1.791759469228055
14855 50 -1.386294361119891
14855 828 -1.386294361119891
14855 35 -0.693147180559945
14856 26 -2.079441541679836
14856 88 -2.079441541679836
14856 15 -0.980829253011726
14856 60 -1.386294361119891
14856 690 -2.079441541679836
14857 12 -2.595254706956866
14857 365 -3.511545438831021
14857 19 -2.258782470335653
14857 1110 -4.204692619390966
14857 26 -2.412933150162911
14857 2834 -4.204692619390966
14857 35 -3.511545438831021
14857 16384 -4.204692619390966
14857 25 -4.204692619390966
14857 4507 -4.204692619390966
14857 15 -3.511545438831021
14857 1458 -4.204692619390966
14857 303 -3.511545438831021
14857 430 -4.204692619390966
14857 50 -4.204692619390966
14857 474 -4.204692619390966
14857 604 -4.204692619390966
14857 8 -3.106080330722857
14857 0 -4.204692619390966
14857 664 -3.511545438831021
14857 23747 -3.511545438831021
14857 4190 -4.204692619390966
14857 77 -4.204692619390966
14857 8727 -4.204692619390966
14857 88 -4.204692619390966
14857 316 -4.204692619390966
14857 17099 -4.204692619390966
14857 2599 -4.204692619390966
14857 107 -4.204692619390966
14857 98 -4.204692619390966
14857 11 -4.204692619390966
14857 6785 -4.204692619390966
14857 11853 -4.204692619390966
14857 20472 -4.204692619390966
14857 81 -2.125251077711130
14857 13624 -4.204692619390966
14857 138 -4.204692619390966
14858 664 -1.098612288668110
14858 26 -1.098612288668110
14858 45 -1.098612288668110
14859 12 -1.386294361119891
14859 138 -2.639057329615259
14859 15 -3.332204510175204
14859 26 -2.233592221507094
14859 312 -1.252762968495368
14859 1152 -3.332204510175204
14859 3901 -3.332204510175204
14859 19 -3.332204510175204
14859 664 -3.332204510175204
14859 278 -3.332204510175204
14859 21 -3.332204510175204
14859 1255 -3.332204510175204
14860 50 -2.639057329615259
14860 26 -1.540445040947149
14860 19 -2.639057329615259
14860 15 -0.693147180559945
14860 0 -2.639057329615259
14860 8 -2.639057329615259
14861 50 -1.673976433571672
14861 88 -1.673976433571672
14861 827 -3.465735902799727
14861 1056 -3.465735902799727
14861 69 -3.465735902799727
14861 365 -3.465735902799727
14861 21 -2.772588722239781
14861 757 -3.465735902799727
14861 8 -3.465735902799727
14861 19 -2.367123614131617
14861 274 -3.465735902799727
14861 47 -3.465735902799727
14861 26 -3.465735902799727
14861 24 -3.465735902799727
14861 441 -3.465735902799727
14861 1 -3.465735902799727
14861 74 -3.465735902799727
14861 2340 -3.465735902799727
14861 17423 -3.465735902799727
14862 15 -1.098612288668110
14862 0 -1.098612288668110
14862 11639 -1.098612288668110
14863 467 -1.098612288668110
14863 12237 -1.098612288668110
14863 6634 -1.098612288668110
14864 19 -2.197224577336220
14864 26 -0.810930216216329
14864 3 -1.504077396776274
14864 3062 -2.197224577336220
14864 8 -2.197224577336220
14865 562 -2.197224577336220
14865 11643 -2.197224577336220
14865 366 -1.504077396776274
14865 1496 -2.197224577336220
14865 2404 -2.197224577336220
14865 26 -2.197224577336220
14865 304 -2.197224577336220
14865 15931 -2.197224577336220
14866 42 -3.367295829986474
14866 8 -1.421385680931161
14866 664 -3.367295829986474
14866 0 -3.367295829986474
14866 21 -1.981001468866583
14866 12 -3.367295829986474
14866 50 -3.367295829986474
14866 19 -2.268683541318364
14866 274 -3.367295829986474
14866 138 -2.674148649426529
14866 2267 -3.367295829986474
14866 277 -3.367295829986474
14866 47 -3.367295829986474
14866 964 -3.367295829986474
14866 965 -3.367295829986474
14866 26 -2.674148649426529
14867 8 -2.302585092994045
14867 10 -0.510825623765991
14867 25615 -2.302585092994045
14867 27 -2.302585092994045
14867 250 -2.302585092994045
